CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
150000,Man,IC,30,15,25,MA
125000,Man,IC,40,8,24,LT BA
105000,Man,IC,20,10,19,BA
120000,Man,IC,25,9,20,MA
170000,Man,IC,8,12,6,BA
75000,Man,IC,3,16,2,BA
210000,Man,IC,9,15,5,BA
244000,Man,IC,12,21,11,PhD
145000,Man,IC,20,11,10,BA
53000,Woman,IC,9,15,3,BA
85000,Woman,IC,20,19,16,BA
103000,Woman,IC,35,17,27,LT BA
85000,Woman,IC,1,17,LT 1 year,BA
4e+05,Man,Manager,10,9,4,BA
209000,Man,IC,22,12,19,BA
72000,Man,IC,12,15,7,BA
148000,Man,IC,11,12,6,BA
130000,Man,IC,40,16,36,MA
81000,Man,IC,3,26,2,BA
380000,Man,IC,20,12,10,MA
76000,Woman,IC,20,8,15,BA
85000,Man,IC,3,21,2,BA
91000,Man,IC,12,12,3,PhD
60000,Man,IC,14,13,7,BA
108000,Man,IC,7,11,LT 1 year,BA
78000,Woman,IC,3,20,3,BA
79000,Man,IC,6,7,4,MA
49000,Man,IC,5,17,2,BA
42300,Man,IC,8,13,NA,BA
70000,Man,IC,8,16,4,BA
83000,Man,IC,12,15,5,BA
115000,Man,IC,10,16,3,LT BA
110000,Man,IC,12,14,8,BA
175000,Man,IC,8,15,7,BA
75000,Man,IC,22,17,7,MA
77500,Woman,IC,4,10,4,LT BA
120000,Man,IC,15,9,5,MA
145000,Man,IC,12,9,8,BA
75000,Man,IC,8,12,4,BA
140000,Man,IC,14,18,10,BA
105000,Man,IC,13,19,10,MA
180000,Man,IC,27,12,20,BA
70000,Man,IC,7,21,1,BA
125000,Man,Manager,10,14,9,LT BA
75000,Man,IC,6,13,3,BA
121000,Man,IC,30,10,19,BA
56000,Woman,IC,21,14,15,BA
95000,Man,IC,5,16,4,BA
160000,Man,IC,3,16,2,BA
150000,Man,IC,37,15,35,LT BA
80000,Man,IC,3,11,2,LT BA
58000,Man,IC,6,22,5,LT BA
340000,Man,Manager,12,10,6,MA
180000,Man,IC,15,14,8,MA
125000,Man,IC,15,10,14,MA
48000,Man,IC,3,35,2,LT BA
40000,Man,IC,3,8,2,LT BA
2e+05,Man,IC,6,18,3,MA
110000,Man,Manager,18,6,15,Professional
94500,Man,IC,14,11,9,BA
95000,Man,Manager,12,19,12,PhD
70500,Man,IC,6,15,LT 1 year,BA
145000,Man,IC,19,8,19,BA
76000,Man,IC,8,22,5,BA
125000,Man,IC,33,15,28,MA
110000,Woman,IC,19,13,9,NA
128000,Woman,IC,6,18,2,LT BA
210000,Man,IC,13,16,10,BA
145000,Man,IC,6,18,5,BA
187000,Man,IC,35,16,33,LT BA
83000,Woman,IC,6,20,3,BA
67500,Man,IC,5,17,1,BA
86000,Woman,IC,11,13,4,BA
127000,Man,IC,6,18,4,BA
97000,Man,IC,9,16,3,BA
154000,Man,IC,36,17,30,MA
135000,Man,IC,18,14,18,MA
68000,Man,Manager,18,12,5,BA
105000,Man,IC,15,13,11,BA
215000,Man,IC,20,25,16,MA
65000,Man,IC,6,15,5,BA
125000,Man,IC,16,10,12,LT BA
125000,Man,IC,20,12,11,BA
97759,Woman,IC,7,8,5,BA
60000,Man,IC,10,13,1,BA
95000,Man,IC,12,10,4,MA
73000,Man,IC,5,14,2,BA
50000,Man,IC,3,13,2,BA
120000,Man,IC,5,20,4,MA
97000,Man,IC,7,18,LT 1 year,MA
155000,Man,IC,22,10,14,BA
125000,Man,IC,3,30,2,LT BA
95000,Man,IC,4,15,2,MA
95000,Man,IC,30,12,23,LT BA
104000,Man,IC,12,16,8,BA
130000,Man,IC,10,14,8,LT BA
105000,Man,Manager,3,30,2,BA
97000,Man,IC,4,17,3,BA
85000,Man,IC,30,8,10,LT BA
55000,Man,IC,8,17,1,BA
83000,Man,IC,15,17,12,BA
84000,Man,IC,10,14,6,BA
45000,Man,IC,5,19,1,BA
110000,Man,IC,NA,25,17,MA
60000,Man,IC,22,8,6,BA
150000,Man,Manager,7,18,3,BA
115000,Man,IC,7,22,6,BA
180000,Man,IC,6,11,3,BA
2e+05,Man,IC,16,16,9,MA
180000,Man,Manager,18,14,15,BA
115000,Man,IC,12,16,8,BA
92900,Woman,IC,8,18,4,BA
135000,Man,IC,8,18,6,LT BA
145000,Man,IC,17,12,6,BA
115000,Man,IC,4,12,3,BA
48932,Man,IC,15,13,4,BA
90000,Man,IC,6,35,3,LT BA
69000,Man,IC,7,18,5,MA
145000,Man,IC,9,15,4,BA
1e+05,Man,IC,13,11,6,BA
108000,Man,IC,11,16,2,PhD
52000,Man,IC,7,17,3,BA
92000,Man,IC,25,13,20,LT BA
160000,Man,IC,15,12,12,LT BA
120000,Man,IC,20,10,20,LT BA
157000,Man,IC,39,15,35,BA
60000,Woman,IC,3,27,1,LT BA
85000,Man,IC,9,16,8,BA
140000,Man,IC,16,22,15,BA
180000,Man,Manager,31,14,26,BA
120000,Man,IC,35,12,20,BA
95000,Man,IC,5,19,1,BA
102000,Man,IC,22,10,18,LT BA
140000,Man,IC,16,11,13,LT BA
165000,Man,IC,5,7,4,BA
150000,Man,IC,10,10,8,BA
116000,Man,IC,44,16,41,BA
130000,Man,IC,14,16,12,BA
130000,Man,IC,12,14,8,BA
110000,Man,IC,10,18,7,MA
80000,Man,IC,4,21,4,BA
96025,Man,IC,13,14,5,BA
180000,Man,IC,20,18,15,BA
150000,Man,IC,16,22,10,BA
1200000,Woman,IC,5,24,4,MA
187000,Man,IC,20,12,8,BA
65000,Man,IC,7,14,LT 1 year,BA
185000,Man,IC,14,14,7,MA
137000,Man,IC,30,12,21,BA
188000,Man,Manager,15,19,10,MA
99000,Man,IC,12,12,7,MA
350000,Man,Manager,46,12,5,MA
120000,Man,IC,10,13,7,MA
70000,Man,IC,13,17,10,BA
130000,Man,IC,13,15,8,MA
115000,Man,IC,12,12,11,BA
95000,Man,IC,4,17,3,BA
150000,Man,IC,17,18,15,MA
64500,Woman,IC,6,16,4,BA
260000,Man,IC,18,10,11,LT BA
105317,Woman,IC,14,10,7,BA
80000,Man,IC,9,17,4,BA
50000,Man,IC,5,20,3,BA
60000,Man,IC,15,15,12,LT BA
139000,Man,IC,32,12,21,BA
120000,Man,Manager,20,9,NA,LT BA
87500,Man,IC,30,8,4,LT BA
60000,Man,IC,13,12,4,BA
88000,Man,Manager,5,13,5,BA
120000,Man,IC,12,13,11,BA
250000,Man,IC,35,10,5,BA
111000,Man,IC,14,15,6,BA
150000,Man,IC,11,11,5,BA
60000,Man,IC,5,19,4,BA
85000,Man,IC,15,15,6,BA
80000,Man,IC,22,Younger than 5 years,14,LT BA
1e+05,Man,IC,20,13,8,BA
225000,Man,Manager,22,14,19,MA
90000,Woman,IC,35,16,30,BA
110000,Man,IC,23,10,10,MA
150000,Man,IC,20,12,10,MA
105000,Man,IC,8,28,7,Professional
185000,Man,Manager,15,13,12,LT BA
125000,Man,IC,8,17,5,MA
110000,Woman,IC,8,28,3,BA
130000,Man,IC,17,10,6,BA
1e+05,Man,IC,23,13,19,MA
70000,Man,IC,11,9,7,BA
140000,Man,IC,20,14,3,BA
84000,Man,IC,9,12,4,LT BA
68000,Man,IC,8,15,8,BA
145000,Man,IC,33,13,23,MA
132500,Man,IC,35,7,20,Professional
82000,Man,IC,15,12,10,BA
160000,Man,IC,19,12,13,BA
105000,Man,IC,10,15,8,BA
180000,Man,IC,20,17,12,MA
1e+05,Man,Manager,33,13,20,PhD
99000,Man,IC,5,18,3,BA
130000,Man,IC,17,18,14,BA
140000,Man,Manager,20,13,8,MA
64000,Man,IC,20,5,10,LT BA
155000,Man,IC,40,15,32,BA
85000,Man,IC,3,22,3,BA
70000,Man,IC,5,27,5,LT BA
70000,Man,Manager,4,20,3,MA
113300,Man,IC,14,21,8,MA
70000,Man,IC,10,10,4,BA
70200,Man,IC,19,15,10,BA
75000,Man,IC,6,15,6,BA
63000,Man,IC,36,7,23,LT BA
1e+05,Man,IC,8,18,6,BA
120000,Man,IC,13,16,7,BA
90000,Woman,IC,7,16,1,BA
68000,Man,IC,10,9,5,BA
98000,Man,IC,16,18,11,MA
190000,Man,IC,10,10,7,MA
170000,Man,Manager,40,17,35,PhD
91000,Man,IC,18,13,10,LT BA
135000,Man,IC,21,35,21,BA
1e+05,Man,IC,12,12,9,LT BA
1e+05,Man,IC,15,14,9,BA
113000,Man,IC,7,19,5,BA
155000,Man,IC,12,7,3,BA
48000,Woman,IC,5,17,4,BA
88000,Man,IC,12,16,6,BA
50000,Man,IC,5,12,3,LT BA
125000,Man,IC,25,15,20,BA
62000,Woman,IC,5,9,2,LT BA
95000,Man,IC,15,21,15,BA
70000,Man,IC,12,15,2,BA
1e+05,Woman,IC,10,15,5,BA
140000,Man,IC,20,16,17,BA
141000,Man,IC,16,10,15,LT BA
162000,Man,IC,15,12,13,BA
130000,Man,IC,30,10,19,LT BA
140000,Man,IC,8,11,3,BA
50000,Man,IC,20,15,16,MA
40000,Man,IC,13,17,9,BA
150000,Man,Manager,20,12,12,BA
65000,Man,IC,1,25,1,BA
65000,Man,IC,7,16,3,BA
140000,Man,IC,25,10,17,BA
190000,Man,IC,34,8,19,BA
95000,Man,IC,5,18,5,LT BA
84000,Man,IC,7,27,5,BA
106000,Man,IC,16,15,8,BA
89000,Man,IC,25,13,18,NA
135000,Man,IC,22,12,13,BA
105000,Man,Manager,20,10,13,BA
94500,Man,IC,7,15,1,MA
80000,Man,IC,6,16,3,BA
117000,Man,IC,12,9,5,BA
41000,Man,IC,7,17,7,LT BA
143000,Man,IC,5,16,4,BA
73500,Man,IC,9,16,5,BA
163000,Man,IC,13,15,9,MA
125000,Woman,IC,36,8,22,MA
69875,Woman,IC,6,18,4,BA
140000,Woman,IC,12,12,2,BA
115000,Man,IC,11,15,9,BA
150000,Man,Manager,27,23,27,BA
4e+05,Man,IC,38,18,38,BA
112000,Man,IC,12,18,8,BA
75000,Man,IC,20,8,3,LT BA
75000,Man,IC,4,21,4,BA
95000,Man,Manager,23,10,18,LT BA
85000,Man,IC,9,15,2,MA
155000,Man,IC,14,15,11,BA
140000,Man,IC,17,30,15,BA
120000,Man,IC,20,13,20,LT BA
72000,Man,IC,11,12,3,BA
114500,Woman,IC,10,22,14,BA
120000,Man,IC,7,12,3,BA
85000,Man,IC,5,17,1,BA
55000,Man,IC,4,19,3,LT BA
95000,Woman,IC,3,20,2,MA
120000,Woman,Manager,5,18,4,LT BA
130000,Woman,IC,9,17,7,BA
55000,Woman,IC,10,13,5,BA
70000,Man,Manager,6,15,3,BA
19000,Man,Manager,19,16,16,BA
68800,Man,IC,7,19,4,BA
85000,Man,Manager,12,7,8,PhD
74250,Man,Manager,10,13,4,BA
154000,Man,IC,27,10,16,LT BA
90000,Man,IC,2,24,2,MA
2e+05,Man,IC,28,14,20,MA
205000,Man,IC,37,12,26,BA
70000,Man,IC,5,16,1,BA
99000,Man,IC,23,15,6,LT BA
1e+05,Man,IC,12,15,6,BA
74000,Man,IC,6,16,2,BA
75000,Man,IC,5,11,4,BA
85000,Woman,IC,23,15,23,BA
66000,Man,IC,5,14,5,MA
145000,Woman,IC,10,12,5,BA
120000,Man,IC,2,26,LT 1 year,MA
65000,Man,IC,9,15,4,BA
95000,Woman,IC,3,24,3,LT BA
62100,Man,IC,6,NA,1,BA
135000,Man,IC,10,15,3,BA
82000,Man,IC,4,30,LT 1 year,LT BA
175000,Man,IC,8,12,6,MA
154950,Man,IC,6,12,4,BA
80000,Man,IC,33,22,32,LT BA
125000,Man,IC,10,12,8,BA
110000,Woman,IC,9,9,7,MA
70000,Man,IC,15,9,5,BA
90000,Man,IC,15,9,6,BA
74000,Woman,IC,12,16,8,BA
250000,Man,IC,25,8,12,BA
78000,Man,IC,7,15,4,MA
94000,Man,IC,8,33,3,PhD
80000,Man,IC,5,23,4,BA
155000,Man,Manager,20,8,15,BA
135000,Man,IC,17,15,10,BA
72000,Man,IC,9,15,9,BA
151875,Man,IC,26,9,10,BA
90000,Man,Manager,15,12,7,BA
140000,Man,IC,19,12,15,BA
192128,Man,Manager,30,8,20,MA
92000,Man,IC,22,16,NA,BA
75000,Man,IC,4,18,2,BA
103000,Man,IC,8,13,3,PhD
75000,Man,IC,30,13,25,LT BA
120000,Man,IC,15,17,10,LT BA
164000,Man,IC,30,28,25,LT BA
145000,Man,Manager,28,8,15,BA
65000,Man,IC,10,18,5,MA
172000,Man,IC,32,15,22,BA
75000,Man,IC,12,12,2,BA
52000,Man,IC,21,10,LT 1 year,BA
70000,Man,IC,3,20,1,MA
104000,Man,Manager,30,9,20,LT BA
140000,Man,Manager,20,10,20,BA
115000,Man,IC,38,9,28,BA
115000,Man,IC,4,17,2,BA
150000,Man,IC,35,7,20,LT BA
180000,Man,IC,45,18,38,BA
120000,Woman,IC,14,10,10,MA
80000,Woman,IC,16,14,3,BA
4e+05,Man,IC,17,15,7,MA
110000,Man,IC,22,6,17,BA
269000,Man,IC,15,10,5,BA
125000,Man,IC,8,25,4,MA
2e+05,Man,IC,11,10,4,BA
130000,Man,IC,6,16,4,BA
165000,Man,IC,11,12,10,BA
45000,Woman,Manager,5,12,2,BA
61000,Man,IC,14,7,9,BA
3e+05,Man,IC,36,8,19,MA
1e+05,Man,IC,5,8,3,LT BA
121000,Man,IC,29,12,27,BA
106509,Man,IC,15,17,8,BA
1e+05,Man,IC,14,16,10,PhD
123800,Man,IC,10,19,7,LT BA
135000,Woman,IC,20,10,18,BA
145000,Man,IC,18,12,12,BA
1e+05,Man,IC,37,16,33,BA
120000,Man,IC,20,12,10,LT BA
150000,Man,IC,35,14,30,PhD
115000,Man,IC,25,12,15,MA
35000,Man,IC,4,14,3,LT BA
55000,Woman,IC,8,33,8,BA
120000,Woman,IC,10,8,LT 1 year,BA
135000,Man,IC,22,11,20,BA
41000,Man,IC,10,12,4,BA
3e+05,Man,IC,22,15,22,LT BA
110000,Man,IC,7,18,3,BA
135000,Man,IC,6,18,2,BA
130000,Man,Manager,19,15,11,BA
87500,Man,IC,16,13,15,BA
75000,Man,IC,3,11,2,BA
102000,Woman,IC,5,9,4,BA
135000,Man,IC,12,14,6,MA
74750,Man,Manager,16,11,9,BA
218000,Man,IC,28,10,13,BA
150000,Man,Manager,30,6,18,PhD
150000,Man,IC,13,9,1,MA
75000,Man,IC,11,16,5,BA
40000,Man,IC,2,16,LT 1 year,LT BA
110000,Man,IC,9,13,6,BA
1e+05,Man,IC,10,7,7,BA
106000,Man,IC,18,16,11,BA
115000,Man,IC,8,15,4,BA
190000,Man,Manager,35,11,26,MA
275000,Man,IC,13,13,5,BA
82000,Man,IC,15,14,11,BA
160000,Man,IC,17,19,14,BA
72400,Man,IC,19,11,7,BA
230000,Man,IC,32,12,28,BA
91390,Man,IC,24,15,20,BA
264000,Man,Manager,22,8,22,BA
70000,Man,IC,3,25,1,BA
90000,Man,IC,12,16,6,BA
180000,Man,IC,13,13,8,BA
140000,Man,IC,20,7,13,BA
163219,Man,IC,10,11,2,BA
115000,Man,IC,10,12,NA,BA
210000,Man,IC,12,14,5,BA
110000,Man,IC,9,16,6,BA
72250,Woman,IC,4,20,2,BA
41600,Man,IC,2,11,1,LT BA
55000,Man,IC,4,19,3,NA
43000,Man,IC,8,14,5,LT BA
72000,Man,IC,3,12,3,Professional
130000,Man,IC,9,17,8,BA
160000,Man,IC,4,16,3,MA
120000,Man,IC,16,11,5,BA
58000,Man,IC,5,12,2,BA
140000,Man,IC,13,13,3,BA
78000,Man,IC,23,27,23,BA
1e+05,Man,IC,7,18,3,BA
105000,Man,IC,6,16,2,BA
275000,Man,IC,24,16,23,BA
98000,Man,IC,6,20,5,BA
72000,Man,IC,15,13,5,MA
93000,Man,IC,5,17,4,BA
1e+05,Man,IC,17,15,11,BA
117000,Man,IC,19,13,14,BA
130000,Man,Manager,22,14,15,LT BA
123600,Man,Manager,14,17,10,MA
40000,Man,IC,10,13,3,LT BA
66000,Woman,IC,4,19,2,BA
138000,Woman,IC,5,18,2,BA
45000,Man,IC,12,13,LT 1 year,LT BA
120000,Man,IC,9,16,4,BA
160000,Woman,IC,6,18,LT 1 year,MA
120000,Man,IC,10,15,5,BA
70000,Man,IC,1,24,1,BA
2e+05,Man,Manager,10,18,6,MA
1e+05,Man,IC,7,14,6,MA
2e+05,Man,Manager,20,18,15,Professional
158000,Man,IC,36,12,27,BA
140000,Man,IC,39,8,31,LT BA
1e+05,Woman,IC,27,13,23,BA
65000,Man,IC,17,18,5,LT BA
1e+05,Man,IC,44,25,40,MA
120000,Man,Manager,30,13,12,BA
120000,Man,IC,6,21,2,BA
60000,Man,IC,4,17,3,LT BA
149000,Man,Manager,13,18,13,BA
125000,Man,IC,2,8,LT 1 year,BA
70000,Woman,IC,2,18,2,LT BA
70000,Man,IC,12,10,2,BA
136500,Man,IC,20,28,16,LT BA
135000,Man,IC,34,24,29,LT BA
111000,Man,IC,3,8,2,MA
77000,Man,IC,19,13,17,BA
76000,Man,IC,4,21,1,BA
1e+05,Man,Manager,13,8,10,LT BA
72800,Man,Manager,5,14,5,BA
1e+05,Man,IC,3,15,2,MA
140000,Man,Manager,15,16,10,MA
135000,Woman,IC,7,24,4,LT BA
75000,Man,IC,5,19,5,LT BA
80000,Man,IC,3,20,1,BA
110000,Man,Manager,12,18,8,LT BA
120000,Man,IC,33,Younger than 5 years,18,MA
70000,Man,IC,9,7,5,BA
125000,Man,IC,6,16,5,LT BA
150000,Man,IC,45,12,36,BA
110000,Woman,IC,4,20,3,BA
1e+05,Man,Manager,40,18,37,BA
67500,Man,IC,6,10,6,BA
230000,Woman,IC,9,15,3,MA
155000,Man,IC,32,10,21,BA
150000,Man,IC,20,17,14,BA
97000,Man,IC,16,13,2,MA
95000,Man,IC,26,16,22,BA
53000,Man,IC,20,15,2,LT BA
45000,Man,IC,17,10,6,BA
100300,Man,IC,5,21,4,PhD
121885,Man,IC,35,6,13,MA
1e+05,Man,IC,25,16,21,BA
2e+05,Man,IC,8,18,3,MA
125000,Man,IC,12,15,8,BA
120000,Man,IC,14,15,10,BA
71000,Woman,IC,7,16,4,MA
145000,Man,IC,5,14,2,BA
120000,Man,Manager,22,12,20,BA
115000,Woman,IC,10,15,5,BA
105000,Man,IC,20,15,13,BA
60000,Man,IC,6,16,6,PhD
70000,Man,IC,4,18,2,BA
117000,Man,IC,10,16,4,BA
145000,Man,IC,14,8,6,MA
49000,Man,IC,21,12,3,BA
123000,Man,IC,22,18,18,BA
95000,Man,IC,6,19,2,BA
90000,Man,IC,8,18,5,BA
75000,Man,IC,16,12,13,LT BA
80000,Man,IC,25,18,20,LT BA
60000,Man,IC,15,12,9,BA
150000,Man,IC,28,14,25,BA
75000,Man,IC,10,12,5,BA
3e+05,Man,Manager,30,Younger than 5 years,12,MA
180000,Man,IC,37,6,23,LT BA
160000,Man,IC,14,12,6,BA
85000,Man,IC,18,11,8,BA
58500,Man,IC,6,15,3,MA
65000,Man,IC,10,16,5,MA
91000,Man,IC,31,10,24,BA
215000,Man,IC,20,14,12,MA
120000,Man,IC,11,20,11,LT BA
90000,Man,IC,6,43,5,LT BA
117000,Man,IC,25,13,5,PhD
127500,Man,Manager,11,9,8,BA
150000,Man,IC,7,13,5,BA
90000,Man,IC,3,35,3,LT BA
175000,Man,IC,38,19,38,MA
128000,Man,Manager,28,8,18,BA
174000,Man,IC,21,16,18,BA
60000,Man,IC,7,17,4,LT BA
50000,Man,IC,15,13,5,BA
145000,Man,IC,19,9,5,LT BA
77000,Man,IC,7,14,3,BA
110000,Man,IC,14,13,12,BA
187000,Man,IC,24,9,22,BA
245000,Man,IC,8,18,5,BA
95000,Man,IC,12,13,10,BA
88500,Man,IC,4,23,4,LT BA
98000,Man,IC,23,14,18,BA
125000,Man,Manager,10,19,4,NA
80000,Man,IC,10,Younger than 5 years,4,BA
2e+05,Man,IC,20,9,8,BA
83000,Man,IC,8,12,3,BA
1e+05,Man,IC,12,18,6,BA
42000,Man,IC,2,14,1,LT BA
127000,Man,IC,5,19,3,BA
81500,Man,IC,6,15,6,MA
77000,Man,IC,10,14,3,BA
55000,Man,IC,6,17,2,BA
140000,Man,IC,26,12,16,BA
140000,Man,IC,20,11,15,LT BA
104000,Man,IC,6,33,5,BA
63000,Man,IC,30,18,6,Professional
93000,Man,IC,12,17,7,BA
140000,Man,IC,5,33,3,PhD
250000,Man,IC,12,10,2,BA
150000,Man,IC,9,13,4,BA
120000,Man,IC,15,15,5,PhD
122000,Man,IC,11,19,9,MA
150000,Man,IC,25,10,14,BA
140000,Man,Manager,23,10,23,BA
70000,Man,IC,30,9,4,MA
96000,Man,IC,7,21,3,MA
310000,Man,IC,14,15,10,BA
150000,Man,Manager,11,12,10,BA
71000,Man,IC,8,14,6,BA
65000,Man,IC,3,16,3,MA
148000,Man,IC,14,18,8,BA
220000,Man,Manager,20,8,17,LT BA
138550,Man,IC,12,17,6,BA
75000,Man,IC,6,13,3,BA
165000,Man,IC,25,11,20,BA
210000,Man,Manager,14,13,12,BA
150000,Man,IC,29,12,6,MA
120000,Man,IC,35,13,NA,LT BA
105000,Man,IC,8,24,5,BA
515537,Man,Manager,23,13,19,BA
1e+05,Man,IC,14,13,8,LT BA
98000,Man,IC,15,12,9,BA
105000,Man,IC,20,10,20,BA
160000,Man,IC,23,12,12,BA
120000,Man,Manager,17,16,12,BA
89000,Man,IC,29,14,23,BA
110000,Man,IC,9,18,5,BA
65000,Man,IC,5,13,3,LT BA
71500,Man,IC,7,14,4,BA
104000,Woman,IC,2,NA,LT 1 year,BA
160000,Man,Manager,6,24,2,MA
180000,Man,IC,8,18,3,MA
95000,Man,IC,8,24,7,BA
126000,Woman,IC,40,15,10,MA
105000,Man,IC,10,10,5,BA
163000,Man,IC,34,10,23,LT BA
170000,Man,IC,15,16,11,BA
160000,Man,IC,20,12,5,LT BA
138000,Man,IC,8,15,6,MA
310000,Man,Manager,23,11,22,BA
110000,Man,IC,6,16,3,MA
75000,Woman,IC,2,16,1,LT BA
170000,Woman,IC,10,5,6,BA
63000,Man,IC,6,14,2,LT BA
150000,Man,IC,10,18,7,MA
60000,Man,IC,2,25,LT 1 year,LT BA
40000,Man,IC,5,7,5,LT BA
104000,Man,IC,17,23,15,BA
82000,Man,IC,16,15,9,BA
64000,Man,IC,5,14,3,BA
90000,Man,Manager,18,12,8,LT BA
140000,Man,IC,20,13,16,BA
